Report_Name	Book Requests (Excluding OA_Gold)
Report_ID	TR_B1
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	EBC:upei
Metric_Types	Total_Item_Requests; Unique_Title_Requests
Report_Filters	Platform=ProQuest Ebook Central; Access_Method=Regular; Data_Type=Book; Access_Type=Controlled
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:53:52Z
Created_By	ProQuest Ebook Central

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	YOP	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
System Dynamics	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:817383	978-0-470-88908-4				2012	Unique_Title_Requests	7	0	7
Text Book on Systemic Pathology of Domestic Animals	Global Media		ProQuest Ebook Central		EBC:3011457	978-81-8189-507-3				2009	Total_Item_Requests	1	0	1
Text Book on Systemic Pathology of Domestic Animals	Global Media		ProQuest Ebook Central		EBC:3011457	978-81-8189-507-3				2009	Unique_Title_Requests	1	0	1
The AMA Handbook of Project Management	AMACOM		ProQuest Ebook Central		EBC:1596414	978-0-8144-3339-3				2014	Total_Item_Requests	1	0	1
The AMA Handbook of Project Management	AMACOM		ProQuest Ebook Central		EBC:1596414	978-0-8144-3339-3				2014	Unique_Title_Requests	1	0	1
The Anthropology of Cultural Performance	Palgrave Macmillan		ProQuest Ebook Central		EBC:1366352	978-1-137-34398-7				2013	Total_Item_Requests	5	5	0
The Anthropology of Cultural Performance	Palgrave Macmillan		ProQuest Ebook Central		EBC:1366352	978-1-137-34398-7				2013	Unique_Title_Requests	1	1	0
The Development of Play	Taylor & Francis Group		ProQuest Ebook Central		EBC:356213	978-0-415-34701-3				2006	Total_Item_Requests	3	0	3
The Development of Play	Taylor & Francis Group		ProQuest Ebook Central		EBC:356213	978-0-415-34701-3				2006	Unique_Title_Requests	3	0	3
The Education of Augie Merasty	University of Regina		ProQuest Ebook Central		EBC:5200986	978-0-88977-368-4				2015	Total_Item_Requests	115	115	0
The Education of Augie Merasty	University of Regina		ProQuest Ebook Central		EBC:5200986	978-0-88977-368-4				2015	Unique_Title_Requests	13	13	0
The Education of Augie Merasty	University of Regina		ProQuest Ebook Central		EBC:5200986	978-0-88977-368-4				2015	Total_Item_Requests	18	0	18
The Education of Augie Merasty	University of Regina		ProQuest Ebook Central		EBC:5200986	978-0-88977-368-4				2015	Unique_Title_Requests	6	0	6
The Evolution of Morality	MIT Press		ProQuest Ebook Central		EBC:3338603	978-0-262-10112-7				2005	Total_Item_Requests	1	1	0
The Evolution of Morality	MIT Press		ProQuest Ebook Central		EBC:3338603	978-0-262-10112-7				2005	Unique_Title_Requests	1	1	0
The Feminist and The Sex Offender	Verso		ProQuest Ebook Central		EBC:6176374	978-1-78873-340-3				2020	Total_Item_Requests	1	1	0
The Feminist and The Sex Offender	Verso		ProQuest Ebook Central		EBC:6176374	978-1-78873-340-3				2020	Unique_Title_Requests	1	1	0
The Great Famine and Genocide in Iran	University Press of America, Incorporated		ProQuest Ebook Central		EBC:1315696	978-0-7618-6167-6				2013	Total_Item_Requests	35	35	0
The Great Famine and Genocide in Iran	University Press of America, Incorporated		ProQuest Ebook Central		EBC:1315696	978-0-7618-6167-6				2013	Unique_Title_Requests	6	6	0
The Oxford Handbook of Music Therapy	Oxford University Press, Incorporated		ProQuest Ebook Central		EBC:6380354	978-0-19-881714-7				2017	Total_Item_Requests	3	0	3
The Oxford Handbook of Music Therapy	Oxford University Press, Incorporated		ProQuest Ebook Central		EBC:6380354	978-0-19-881714-7				2017	Unique_Title_Requests	1	0	1
The Resilience Imperative	New Society Publishers, Limited		ProQuest Ebook Central		EBC:5180720	978-0-86571-707-7				2012	Total_Item_Requests	1	1	0
The Resilience Imperative	New Society Publishers, Limited		ProQuest Ebook Central		EBC:5180720	978-0-86571-707-7				2012	Unique_Title_Requests	1	1	0
The Unseen Realm	Faithlife Corporation		ProQuest Ebook Central		EBC:5153222	978-1-57799-556-2				2015	Total_Item_Requests	17	0	17
The Unseen Realm	Faithlife Corporation		ProQuest Ebook Central		EBC:5153222	978-1-57799-556-2				2015	Unique_Title_Requests	2	0	2
The Use of Drugs in Food Animals	National Academies Press		ProQuest Ebook Central		EBC:3375853	978-0-309-05434-8				1999	Total_Item_Requests	3	0	3
The Use of Drugs in Food Animals	National Academies Press		ProQuest Ebook Central		EBC:3375853	978-0-309-05434-8				1999	Unique_Title_Requests	2	0	2
The Wiley Handbook of Paulo Freire	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:5820423	978-1-119-23671-9				2019	Total_Item_Requests	15	15	0
The Wiley Handbook of Paulo Freire	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:5820423	978-1-119-23671-9				2019	Unique_Title_Requests	2	2	0
Thomas Becket	Paulist Press		ProQuest Ebook Central		EBC:6385032	978-0-8091-5472-2				2020	Total_Item_Requests	1	1	0
Thomas Becket	Paulist Press		ProQuest Ebook Central		EBC:6385032	978-0-8091-5472-2				2020	Unique_Title_Requests	1	1	0
Tomorrow We're All Going to the Harvest	University of Texas Press		ProQuest Ebook Central		EBC:3443628	978-0-292-74380-9				2013	Total_Item_Requests	1	0	1
Tomorrow We're All Going to the Harvest	University of Texas Press		ProQuest Ebook Central		EBC:3443628	978-0-292-74380-9				2013	Unique_Title_Requests	1	0	1
Transgender History	Seal Press		ProQuest Ebook Central		EBC:680024	978-1-58005-224-5				2009	Total_Item_Requests	1	0	1
Transgender History	Seal Press		ProQuest Ebook Central		EBC:680024	978-1-58005-224-5				2009	Unique_Title_Requests	1	0	1
Turner and Mcilwraith's Techniques in Large Animal Surgery	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1209654	978-1-118-27323-4				2013	Total_Item_Requests	8	8	0
Turner and Mcilwraith's Techniques in Large Animal Surgery	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1209654	978-1-118-27323-4				2013	Unique_Title_Requests	3	3	0
Turner and Mcilwraith's Techniques in Large Animal Surgery	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1209654	978-1-118-27323-4				2013	Total_Item_Requests	42	0	42
Turner and Mcilwraith's Techniques in Large Animal Surgery	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1209654	978-1-118-27323-4				2013	Unique_Title_Requests	11	0	11
US Foreign Policy Decision-Making from Truman to Kennedy	Palgrave Macmillan		ProQuest Ebook Central		EBC:1661511	978-1-137-29485-2				2014	Total_Item_Requests	27	0	27
US Foreign Policy Decision-Making from Truman to Kennedy	Palgrave Macmillan		ProQuest Ebook Central		EBC:1661511	978-1-137-29485-2				2014	Unique_Title_Requests	1	0	1
Vertebrate Endocrinology	Elsevier Science & Technology		ProQuest Ebook Central		EBC:282124	978-0-12-088768-2				2006	Total_Item_Requests	58	58	0
Vertebrate Endocrinology	Elsevier Science & Technology		ProQuest Ebook Central		EBC:282124	978-0-12-088768-2				2006	Unique_Title_Requests	29	29	0
Vertebrate Endocrinology	Elsevier Science & Technology		ProQuest Ebook Central		EBC:282124	978-0-12-088768-2				2006	Total_Item_Requests	7	0	7
Vertebrate Endocrinology	Elsevier Science & Technology		ProQuest Ebook Central		EBC:282124	978-0-12-088768-2				2006	Unique_Title_Requests	3	0	3
Veterinary Anatomy of Domestic Animals	Thieme Medical Publishers, Incorporated		ProQuest Ebook Central		EBC:6368853	978-3-13-242933-8				2020	Total_Item_Requests	50	50	0
Veterinary Anatomy of Domestic Animals	Thieme Medical Publishers, Incorporated		ProQuest Ebook Central		EBC:6368853	978-3-13-242933-8				2020	Unique_Title_Requests	9	9	0
Veterinary Anatomy of Domestic Animals	Thieme Medical Publishers, Incorporated		ProQuest Ebook Central		EBC:6368853	978-3-13-242933-8				2020	Total_Item_Requests	6	0	6
Veterinary Anatomy of Domestic Animals	Thieme Medical Publishers, Incorporated		ProQuest Ebook Central		EBC:6368853	978-3-13-242933-8				2020	Unique_Title_Requests	3	0	3
Veterinary Guide to Goat Health and Welfare	The Crowood Press		ProQuest Ebook Central		EBC:5836672	978-1-78500-621-0				2019	Total_Item_Requests	2	0	2
Veterinary Guide to Goat Health and Welfare	The Crowood Press		ProQuest Ebook Central		EBC:5836672	978-1-78500-621-0				2019	Unique_Title_Requests	1	0	1
Veterinary Infection Prevention and Control	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:818660	978-0-8138-1534-3				2011	Total_Item_Requests	3	0	3
Veterinary Infection Prevention and Control	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:818660	978-0-8138-1534-3				2011	Unique_Title_Requests	1	0	1
Veterinary Microbiology	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:7103915	978-0-470-95949-7				2013	Total_Item_Requests	2	0	2
Veterinary Microbiology	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:7103915	978-0-470-95949-7				2013	Unique_Title_Requests	1	0	1
Veterinary Microbiology and Microbial Disease	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:819153	978-1-4051-5823-7				2011	Total_Item_Requests	11	0	11
Veterinary Microbiology and Microbial Disease	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:819153	978-1-4051-5823-7				2011	Unique_Title_Requests	3	0	3
Veterinary Pharmacology and Therapeutics	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:5167239	978-1-118-85582-9				2018	Total_Item_Requests	1	1	0
Veterinary Pharmacology and Therapeutics	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:5167239	978-1-118-85582-9				2018	Unique_Title_Requests	1	1	0
Vibrations of Rotating Machinery	Springer Japan		ProQuest Ebook Central		EBC:4864683	978-4-431-55455-4				2017	Total_Item_Requests	1	0	1
Vibrations of Rotating Machinery	Springer Japan		ProQuest Ebook Central		EBC:4864683	978-4-431-55455-4				2017	Unique_Title_Requests	1	0	1
We Were Not the Savages	Fernwood Publishing		ProQuest Ebook Central		EBC:3249781	978-1-55266-039-3				2000	Total_Item_Requests	68	68	0
We Were Not the Savages	Fernwood Publishing		ProQuest Ebook Central		EBC:3249781	978-1-55266-039-3				2000	Unique_Title_Requests	14	14	0
Wives and Daughters	Open Road Integrated Media, Inc.		ProQuest Ebook Central		EBC:4861053					2003	Total_Item_Requests	3	3	0
Wives and Daughters	Open Road Integrated Media, Inc.		ProQuest Ebook Central		EBC:4861053					2003	Unique_Title_Requests	1	1	0
Women on the River of Life	University of California Press		ProQuest Ebook Central		EBC:6350302	978-0-520-29915-3				2020	Total_Item_Requests	7	0	7
Women on the River of Life	University of California Press		ProQuest Ebook Central		EBC:6350302	978-0-520-29915-3				2020	Unique_Title_Requests	2	0	2
Zoonotic Pathogens in the Food Chain	CABI		ProQuest Ebook Central		EBC:617536	978-1-84593-681-5				2010	Total_Item_Requests	1	0	1
Zoonotic Pathogens in the Food Chain	CABI		ProQuest Ebook Central		EBC:617536	978-1-84593-681-5				2010	Unique_Title_Requests	1	0	1
